Days,PercentPos
2020-09-17,0.5714285714285714
2020-09-15,0.6151315789473685
2020-09-14,0.6449704142011834
2020-09-12,0.8947368421052632
2020-09-11,0.3783783783783784
2020-09-08,0.7734375
2020-09-07,0.9130434782608695
